ID,review,label
5766,tere munh mein apna hont dal don veqry naic,Negative
5767,Sheher K Kayi Elaaqo Me Bad Tareen Load Shedding Jaari Shehri Sarapa Ehtijaj ,Negative
5768,"great message yr,,,",Positive
5769,Ap muskaraty hovy bahut Achi lagti hn Allah apko Hamesha khush rakhy sarah khan or ap ki zindgi mein sirf khushean hi hon,Positive
5770,market price say kam tha is liye yahan say liya set tu awesome hi hai..,Positive
5771,Kolkata ke gharib aawam ki halat e zar ne Mother Teresa ke dil par ghehra asar muratab kiya aur unhon ne mehaz mazhabi khidmat anjam dene ke bajaye insani khidmat ko apni zindagi ka maqsad bana leya.,Positive
5772,Duwa ke darhkast ha marry aur mari famliy ky lye,Positive
5773,hum beshak white hy,Positive
5774,. Hmare mulk ny itni jldi taraki ki hn ke aap soch bhi nai sakhty****,Positive
5775,Talban ke hamle mein shaheed hone wale SSP CID Chaudhry Aslam jaraim pesha afrad ke leye dehshat ki alamat samjhe jate hain,Positive
5776,Question: Pakistan ki kis athlete khatoon se sab se ziyadah mutasir hain?,Positive
5777, Allama ne wahin taleem paai aur apni siyasi zindagi ka aaghaz khilafat committee mein shamoliyat se kiya aur isi silsile mein jail bhi gaey,Negative
5778,Shehri Ehtyat Karen ,Negative
5779,Chap ho aur rahogi :p,Negative
5780,tum logon ko ye hi nhi PTA keh Faisal mosque kis city me hy aur apne ap ko Pakistani bolte ho.jahil logon ye apni city Multan Hy ,Negative
5781,CNG Mon Wed Or Fri Ko 8am Se 24 Hrs Ke Lye Bund Rahegi Rpt Jokhio ,Negative
5782,Allah ki girift may aya hay zalalat shuro ho gia,Negative
5783,Bht ala,Positive
5784, Wasail ki kami aur doston ke adam tawan ki wajah se sawa 5 rupe mein Jilani Niyazi ko farokht kar deya,Negative
5785,Bohat bura huwa Karachi kay sath waisay,Negative
5786,Mohibullah ne 3 mertaba British open ke final mein pahonche magar teeno mertaba woh Azam Khan ke vhaton shikast sey do char ho gae ,Negative
5787,Kamiyaab orat nh balkeh Khabees Orat kehtay hain 😂...,Negative
5788," Yeh manzar na sirf qabil e deed hota tha, bal ke mureedon ke sath in ke rohani talluq ki aik dilkash tasveer bhi pesh karta tha",Positive
5789,Very NiCE episode bht mza aya dekhna m,Positive
5790,Mairiiii tou bahen hi nhiiii h :'(,Negative
5791,ALLAH PAK ki laanat es py,Negative
5792,Apko bhi eid Mubarak,Positive
5793,Inho ne 5 baras ki umer se he apne waldain ke sath stage par apne fun ka muzahira shuru kar diya tha,Positive
5794,Allah apko sehat r emaan bhari zindage k doolat sy bhra rakhy ameen...,Positive
5795,Beta try se pyar hai bs,Positive
5796,isi liay to sad hon,Negative
5797,County cricket mein Intikhab Alam ke johar khub khule,Positive
5798, Iss waqt woh go mulk ki sarbarahi kay uhday par fayz nahin lakin agar ahmyat kay aitabar say daikha jaye to Nawaz Shareef ko  Pakistani sayasat ki sab say aham saksiyat qarar deya jasakta hai,Negative
5799,Jawahar Laal Nehru ke siyasi turke ki maujoda waris Italvi nasaad Sonia Gandhi duniya ki sab se barhi jamhoriyat kehlane wale mulk Bharat ke sab se taqatwar aur purkashish auhdey yani wazarat e uzma ko thukrane wali ikloti politician hain.,Positive
5800,Allah Sb muskilaateh Asaana karay,Positive
5801,Ameenn..ALLAH zuban mubarak kre,Positive
5802,Jo Meri Nasehat Se Roo Gardaani Karay Ga Us Ki Zindagi Bari Tang Hogi Or Wo Qayamat Me Andha Uthay Ga ,Negative
5803,Nuqsanat Ka Muawza Ada Karengy ,Positive
5804,PIA Mulazmin Kal Say Saddarati Ordinance Kay Khilaf Kaam Band Kar Dein Gay Joint Action Committee Ka Ailan,Negative
5805,Janeman sari chizaaay kehlaooo gi treat pr,Positive
5806,Inho ne bilashuba apne mulk ki filmy history par gehre naqoosh murattab kiye hain aur in ke zikar ke bagher yeh tareekh mukammal nahi ho sakti,Positive
5807,Sarah ap bohat achi lag rahi ho,Positive
5808,Uss na sirf fight ki thi jani,Negative
5809,InshAllah Ghaib Sey Asbab Bane ge ,Positive
5810,buri hrkat hai yeh tumhari :P,Negative
5811,Mangopir Se 1 Shaks Ki Lash Baramad ,Negative
5812,Meri jesi kamiyabiyan na karna tum log... go for a mzeed rich bitch!! ✌🏻,Positive
5813,tu aa karachi tje btata hun,Negative
5814,1964 mein Mohibullah ne apne bare mein apne mamoon Hashim Khan ko do bare tournament ke final mein shikast di pehle unhon ne US open jeeta aur phir candian open ,Positive
5815,Jis ka khamyaza mukhalif team ke bowlers ko bhugatna parhta hai,Positive
5816,Transfar Speed Buhat Slow Hai,Negative
5817,Good one,Positive
5818,humy inshaf ly ky do bhai ye b zanab jisi bachi hai upar se nabina bachi thi ,Negative
5819,One Man Show ka yeh silsila Zia Mohyeddin in ki khobsurat tajseem o tehzeeb mein khas malika rakhte hain,Positive
5820,Sary ik hi thali k chatty batty hin,Negative
5821,Phali ky dar sy nahi aty,Negative
5822, Rahmet ne Jahangir Khan ko dobara Squash kort mein lane mein aham kirdar ada keya Rahmet ko yeh andaza tha ke Jahangir mein khudad salahyatein maujood hain aur umda training aur coatching sey un ke khail mein mazeed nikhar paida ho sakta hai,Positive
5823,goli mar do aise logon ko,Negative
5824, agle saal British open ke semi final mein unhein shikast kha ker apne izaz se dastbardar hona para,Negative
5825,"3 baar in ko team ki qiyadat saunpi gai, us dauran inho ne 125 aik roza cricket matches mein se 59 jeete, 59 haarey aur 6 baghair kisi natije ke khatam hue",Positive
5826,bhot kamal ka set hy..,Positive
5827,Lagta tum jawab ni daina chahyy,Negative
5828,acha matlab fiza ki eid pictures m hi hoti h,Positive
5829,Bro yea chez mea ny Rs 1200 ki li hy ap yahan keasy 6499 ki beach rhy hain ...,Negative
5830,Meri janu,Positive
5831,hahahahaha :D bohut allaw yar (Y),Positive
5832,Doston ko Bhe Daawat Den ,Positive
5833,Ye nasal kalam e Ghalib ki is manuyat ko pa rahi hai jo is ke sciencesi dor ki zarorat hai kyun ke Ghalib ki fikar darasal fitrat ke qarib tar aur sciencesi hai chunacha ye baat herankun nahi honi chaheye ke Ghalib kisi sarkari sarparasti ke bagheir maqboliyat mein tamam shora se aage hain,Positive
5834,Ferdous ki lawn ap ki hoi,Positive
5835,Bhai ye video char mahene purani h ah jihadi shaheed hua ta apne dost ka hath nhi chor rha ta,Negative
5836,"Bhi Ye lIghts Mat Lyna Mujhy KharB Lights den hn

plZ Nhi lynA Ye Light
",Negative
5837,Fun ki duniya se bahar Mohameed Ali aik insaan dost ghareeb parwar aur diyalo shakhs the,Positive
5838,Vital Vital Zee lahnat tery poray khandan par Haram k Harami,Negative
5839,Buhut hi zayada comfortable hai,Positive
5840,Rental Power Project Ghair Qanoni Contract Per NAB Ka Raja Pervez Ashraf Samait 9 Afrad K Khilaf Reference Dair Karnay Ka Faisla ,Negative
5841,Toro salo toro,Negative
5842, police mein pheli dafa pharhe likhe jawan larkon ki bharti merrit ki bunyad par ki gai,Positive
5843,Chitral Peshawar Road Amdorafat K Liye Band Sankro Gariya Phans Gai ,Negative
5844,"Pehle se change ho gai he awaaz, i mean behtar",Positive
5845,"Main khana pakati hon, hum log khilwat mein rehna pasand karte hain aur bilkul gharelo andaaz ki zindagi guzaarte hain.",Positive
5846,25 Garhion 10 Trakon Ko Roka Giya 10 Hazar Se Zaid Khalen Tahweel Me Li Gai Hein ,Negative
5847,Doctors Nurson Ka Nadra Chowk Per Dusray Roz Bhi Dharna Jari OPDs Band Tibi Imdad Na Milnay Per Zakhmi Police Ehalkar Janbahaq ,Negative
5848," Cricketer Shahid Khan Afridi us daur ki paidawar hain, jab Pakistan ne 1992 mein world cup jeeta tha aur har naujawan Imran Khan aur Javed Miandad ki tarah cricketer banna chahta tha",Positive
5849," Inhe beshumar mushkil marahil aur dushwariyon se guzarna parha, is ke bawajood in ka taweel peshawarana safar mutaddid kamiyabiyon, kamraniyon aur aezazaat se ibarat hai",Positive
5850,Hawksbay Per 2 Afrad Ayaz amp Usman Doob Kar Janbahaq ,Negative
5851,pe hastay rahay.,Positive
5852,Astaghferrullah Quran se douri Ka ye Alam h k log is ayat Ka tarjuma puch rhy hn,Negative
5853,"Zindagi se mayos marizon ko wo apne idare mein latein, un ki khidmat katein aur ese kai afrad ko nai zindagi se hum kinar karwatein jinhein un ke doctor marz e mout mein mubtala qarar de chuke the.",Positive
5854,Aur islaam mein soor ka goosht khana haram hai...lehaza kiun k uss mein bht harmful steroids hty jo insaani jism ko sakht nuksaan pohnchaty... aur islaam mein hr wo cheez mana hai jiska insaan ko nuqsaan hai,Positive
5855,Ahmed Nadeem Qasmi iss waqt ke Badshahi masjid ke Imam Maulana Ghulam Murshid ke qaribi aziz they jo Ahmed Nadeem Qasmi Lahore laye aur unhien iss waqt ki shahar ki adbi shaksiyat Sufi Ghulam Mustafa Tabassum se motaraf karwaya,Positive
5856,Thank you Pa k Army,Positive
5857,Tery makeup sy ab bol khud e pol khulwa lea,Negative
5858,Inho ne har field mein apna loha manwaya hai,Positive
5859,Mujhe yeh facewash buhat acha laga aur mein isko future mein bhi use karunga,Positive
5860, tahum Shahid Afridi ne apne Watan ke liye khelne ko daulat kamane par tarjeeh di aur England ke khilaaf series ke baiys BPL mein khelne se inkaar kar diya,Positive
5861,Mian Biwi Jan Bahaq ,Negative
5862,Sher Shah Mn Factory Mn Dhamaky Se 1 Shaka Janbahaq ,Negative
5863,AlLLAH ap lambi zendagi atth farmaye,Positive
5864,...next time meri permission k bina koi chez use ki to bacho gi mj sy...😑😑😠,Negative
5865,uncle aunty ko meri trf se 21 topon ki salamiii....😂😂,Positive
5866, 14 saal ki umar mein Javed Miandad ka shumar ache cricketers mein kiya jane lage,Positive
5867,Bht e ghatia fabric jo pic main nazar a ra wo ye chez e nai hi im really disappoint main first time daraz say Experience kiya or bht bura Experience rha,Negative
5868,Akhir hi aalla dailogue thy aj,Positive
5869,show must be banned but jitni b baby girls participated hy unk parents ko b punished kia jay koi forcefully tu ye sb ni karwa raha why they people take participated such like that shows?,Negative
5870,Han yaar hlaat tight hoy pry hn...,Negative
5871,"Sawabi k tarakai house main Khanay awr baryaneya khilaye jsti hay, Jo "" Shoorwa wala ,"" k name Saray Division main mashahoor hay",Positive
5872,PTI Ki Janib Se Bayan Ki Muzammat ,Negative
5873,thanksss ap na drama pasand kia sab fansssss na,Positive
5874,Yaqinan inho ne mujh se shadi is liye nahi ki hogi ke mujhe tabdeel karen.,Positive
5875,"Wasim Akram one day cricket mein ziyada khush nazar aate hain, jahan wo duniya ke behtareen all rounder kehlae",Positive
5876,"Mohammad Hafeez: Senior team ki zarorat hote hain, isi ke sath meri koshish hoti hai ke youngsters ko moqa don ta ke wo T20 se one day phir test team mein jagah banayein aur team ke kamm aate rahein, main ne 2 saal mein 12 se 13 nojawanon ko promote kiya, T20 mein Mohammad Irfan, Zulfiqar Babar, Umar Amin, Haris Sohal, Raza Hassan aur Sohab Maqsod ko laya, Nasir Jamsheed aur Ahmed Shehzad ka come back karaya, aaindah bhi ye silsila jari rakhon ga",Positive
5877,"hum ne himat nahi hari, hum neek niyati ke sath lage howae hain",Positive
5878, Sadar e Pakistan ke pas Jane ke bajaye  cigaratte ki dibi utha kar faqt ye sher likh kar bhejh deya,Negative
5879,Hazrat g mere liye Khas dua,Positive
5880,In ki shahkar tasneef �EEE€�EEE Shahnama-e-Islam �EEE€�EEE ne inhe maqbooliyat ki bulandi par pohncha diya,Positive
5881," America ke Saddar Barak Obama se mulaqat, United Nations mein khitab, aman ke Nobel inaam ke leye namzadgi aur nakami ke elawa bohat si degar baatein Malala ki zat ko ab bhi behas ka markaz banaye rakhti hain",Negative
5882,Ayesha zahoor ko kho Jo Roman regal hy Sheikh Hashim Makhdum ka chota bahi hy apna bacha bacha ky rakhio ok sheikh hashim jis ko tum ny Imran Qureshi banya hy,Negative
5883,Background main jo pankha chalaya hua hai wo tou band kardetay yaar shhhshshshshshs awaaz arahi hai..,Negative
5884,Ye Mamla Peer Tk Hal Hojaye Ga Ch Nisar Ehtiyat Se Kam Len,Positive
5885,"Wo chalak hain na makkar, bilkul waise he hain ke jaise dikhai dete hain.",Positive
5886,Post Mayn Pehlay Mention Nahi Tha,Positive
5887,so atni kubsorat ho sab ko achi pagti ho,Positive
5888,yeh teacher Sir Affan k thore behtar version nhi lag rahe? ,Positive
5889,Yeh kab hota hai? Har hafta? Har raat? Mujhe bohat shauk lag gaya hai,Positive
5890,Yeh tou hai mard apni biwi ki kismat say hi kamaata hai,Positive
5891,Rooh ki kamzori,Negative
5892,peechy saary maa yavy aunty uncle k mazy ly ry hain ,Negative
5893,aha hai item use krne me,Positive
5894,Transporters Ka Tajiron Ki Hartal Ki Himayat Ka Elan 1st August Se Karachi Samet Mulk Bhar Me Pahayya Jam Bhi Hoga Transporters ,Negative
5895,Khalai Makhlok ki wajase tum log dushman se mehfoz hoPak Army ZindabadJhote chor ganje patwari murdabad,Negative
5896,Ya waqt ki need efforts han good,Positive
5897,Ya Allah tu to sub janta hai mujay eman Kay sat sayhat or afiyat ata farma Aameen,Positive
5898,after hash ki bhook.,Negative
5899, Major Muhammad  Akram Shaheed ki jurat aur bahaduri ki dastan aaj bhi pak foj ke jawanon ki zabanon par hai,Positive
5900,Jo Log Sona Chaandi Jama Kar K ALLAH Ki Raah Me Kharach Nahi Kartay Un K Liye Dard Naak Azaab Hai ,Negative
5901,Imran khan uncle Majboor ban gaya ha ,Negative
5902,Ilm hasil kerna IBADET or Ilm ki Tlash JIHAD hy ,Positive
5903," England mein qiyam ke dauran Sarojini Naidu ki Arthur Simon aur Edmund Gosse jaise barhe poets se mulaqatein rahin aur Edmund Gosse ne he Sarojini Naidu ko qaiyl kiya ke in ki nazmon ka pas manzar aur markazi khayal Hindustani hona chahiye aur isi dais ke barhe barhe mountains, rivers, ibadatgahon aur samajiyat ka tazkara hona chahiye",Positive
5904,Tahum 2007 mein in ki films par arab mumalik mein us waqt pabandi laga di gai thi,Negative
5905,Ye beghirat hukomat hy,Negative
5906,aap ko is mein bounce milta hai jis se karkardgi behtar bannane mein madad milti hai,Positive
5907,Ri da,Positive
5908,Tu gym khaaaa????,Positive
5909,Molna ph ALLAH rahmat kry aur humy amal ki tofiqa dy ameen,Positive
5910,my 2 ganty fax karta raha .ya to fax off the .aghr on the to busy the .sir bari moshkisl ay hum fee pay karty hy .750 eske fee hy .ap plz es masly kaa hall bata day .,Negative
5911,Aik Shaiyr ke taur par Faraz agarcha sehat zaban ke sath sath auzan-o-behwar par dastaras aur sheyr ki technique ki barikiyon se waqfiyat ko bhi bohat aehmiyat dete the,Positive
5912,Jab ye sorat e haal ho gi to nojawan khelari kis tarah samne aayen ge,Negative
5913,Thank you so much .. same to you! :D,Positive
5914, Shahbaz Sharif bureaucrats ko bandh kar rakha aur surkh fattay jesi lanat ka khatma kardiya,Positive
5915, Bus Allah bhi qismat walo ko deta hai,Positive
5916,Chiragh jalata raha se le kar â€œ Mohabbat Ho To Aesi â€ ( 1989 ) tak apni 27 sala filmi zindagi mein Mohammed Ali ke fun ka chiragh barson tak roshan raha,Positive
5917,Apni shaiyri ke zamana-e-urooj mein Fauj mein Amirana rawish aur us ke siyasi kirdar ke khilaf sheyr kehne ke sabab kafi shohrat paai,Positive
5918,Hahahhaha jee jee aisa hi hai ,Positive
5919,pyary hain ,Positive
5920,#AdiAmirAger unky bachay LandCruisers mein ghoonty bhi hein tou koy masla nhi he.They deserved that.Ap or mein andaza nhi laga skty k how much sacrifices they did and doing for Pakistan.Kehna asan he lkn ap ghuzar k deakha k do apna sara bachpan paharoon per mulk k liye.Hamare hukamrano ney tou kab ka pakistan beech diya hona tha.Aj sirf yee log hein jinki wajah Pakistan save he.,Negative
5921,Nah bs ap na e kren shkriya adaaa,Negative
5922,Mai Kolachi Road Per Firing Se 2 Traffic Police Ehelkar Zakhmi ,Negative
5923,Karachi mein ab unka hansta basta ghar maujood nahein tha Bevi America ja chuki thi aur beta apni nani ke yahan moqeem tha,Negative
5924,Ahan sadi tereef huri idr ao  ,Positive
5925,bekaar hain,Negative
5926,jo aakhri umeed he pakistan ki,Positive
5927,Driver in photographers se bachne ke leye hi gari ki rafter barhata chala gaya lekin bad mein ye khayal ghalat sabit ho gaya.,Negative
5928,"Zeeshan, ap ki na sirf knowledge bht achiheh hai balkay us per tehqeeeq bhi hai  ",Positive
5929,Ap bht piyaire ho,Positive
5930,Koi bhai mairy liye dua kar dy . ,Positive
5931,London hi mein training hasil karne wale Pakistani naujawan Jansher Khan 1986 mein Squash ki ufaq per ubhre aur Jahangir Khan ke leay aik sakht khan hareef sabit huey Jansher ke bare bhai Mohibbullah Khan junior bhi aik achche khelari they jinhon ne 1976 ka British open final khela tha,Positive
5932,Tahum 3 August 2011 ko aelaan kar diya gaya ke wo ab is show ki hosting jari nahi rakh sakengi,Negative
5933,Unko shikst de ker Roshan ne ye sabit ker diya tha  ke Squash hi Misr ki bartari ikhtetam ki taraf gamzen hai,Positive
5934,Ssu driver result kahan gum ho gaya,Negative
5935,Achy h but jaisy itne bary size k dikhye h waisy nhi h,Negative
5936,"Telugu mein unhon ne apni pheli film ""Malliswari"" ke leye 75 lac moawza wasol kiya jo us dor mein south ki kisi bhi filmi heroin ke leye bohat bhari moawza tha",Positive
5937,Mashallah puri Qassam b me milri hain alaya,Positive
5938,MUJY BE NAHI MILL RAHY,Negative
5939,Lekin Jaya Prada ka fun Amitabh Bachan ke chaa jane wali shakhsiyat ke saamne jaise kuch aur nikhar kar samne aaya,Positive
5940,1994 mein jab High Court ki pheli khatoon Judge banni to ye mery leye bare ezaz ki baat thi.,Positive
5941,Mashaallah.,Positive
5942,Jo Commander aik Muslim beeti ko khud Kuffar k hawalay karway tu baqi Kia reh jata Hy. ,Negative
5943,Mashallah mhbt h apni husbnd se apki,Positive
5944,Hahahaha shukria 😂😂😂,Positive
5945,Hahaha enjoy karo,Positive
5946,abhi bhi favorite hain ,Positive
5947,Abyyy yrr btaa to sai kis chezz kaa ,Negative
5948,remember tu mere ko yeh gunnah krne layi Hai sth😂😂😂😂😂😂😂😂,Negative
5949,Ya mara number ha plz bat karo plz,Negative
5950,Allah aap ki umer draz kary . hamary sar pe hamaisha qaim rakhien,Positive
5951,Aunty ny bs chuss he mari ha .,Negative
5952,Suna hay aik bayan ka 150000 leetay heen. Zara vlarification kar deen plz. Agar aisa nahi hay tu a jao zara khushboo lava kay hamaray muhallay bhi.,Negative
5953,1974 mein Janab Altaf Hussain Islamia college say BSc (pre medical group) ki digre hasil ki,Positive
5954,Hahahaha.......tum sub say barray jhooooootay......,Negative
5955,Ya Allah hmary kisi gunah gustakhi ki wja se Tasbeeh khanay se door na krna or hmain mehroom na frmana,Positive
5956,Bari hi ghatya or zalim aurat hey memoona.,Negative
5957,Barha Mulk Ban Gaya ,Positive
5958,Ranger or police checking in ki nhi krti unki krti hai jis k pas kuch na ho ye aram se khula ghum rahy hain,Negative
5959,Pr Labon P Hasi Laani Prti Hy ,Negative
5960,Tum phen k smny ao tu sahi aag h lagaoun gaii tujy 🤣🤣🤣,Negative
5961,sutan jo hy jia ki,Negative
5962,"Tarif k ye muhtaj naiYe jan hain hamari,",Positive
5963,Aho sala relu katta,Negative
5964,Wo kalsoom ko bistar marg sy election win krwa k London bhaij dya,Negative
5965,Kill you👊,Negative
5966,One day mein in ki behtareen karkardegi 1993 mein Karachi mein Zimbabwe ke khilaaf kit hi,Positive
5967,So sad,Negative
5968,Is robot ne bhi mazi (past) main maze solve ki thi.,Positive
5969,Ap dost thy ya dushman.... ap husband hain ya sarak py khray cahba farosh....,Negative
5970,Ghar basne se pahle lut gya BC,Negative
5971,khas tor par jab larkiyon ko ibtedai satah par mushkilat ka samna karna parta hai to wo khelon se dor ho jati hain,Negative
5972,"Mahira ko Maa banna hai, aktruss nahi, baysharmo.",Negative
5973,Moqy py insult,Negative
5974,Tuu bhii khaaabeeess hai 🔥,Negative
5975,Lanat ho acha hua k pakra gaya,Negative
5976,8 filsm par mushtamil silsile ki pehli film ne maqboliyat ke tamam record torh diye aur zahir hai ke is ke sath he Emma Watson bhi raton raat famous ho gai,Positive
5977,Allah mery bety wajahat Hussain or Meri nasloon me barkatain ata kary Ameen,Positive
5978,Tum chor ho isliye,Negative
5979,21 October 2000 ko apni cousin Nadia se Shahid Khan Afridi ki shadi ne unginat ladkiyon ke dil torh diye,Negative
5980,yyy... yaad he jab tera honda thanny me band hogya ta.,Negative
5981,Bkwas tareen itna ghtiya meterial .,Negative
5982," Inho ne Satya Jeet Rai ki Shatranj ke Khiladi 1977 ke ilawa, Noori 1979, Chashm e Baddor 1981, Umrao Jaan 1981, Bazaar 1982, Sath Sath 1982, Rang Barangi 1983, Kisi se Na Kehna 1983, aur Biwi Ho to Aesi 1988, mien yadgaar kirdar adaa kiye",Positive
5983,Tum pay aitbaar ki ,Positive
5984,MQM K Rukn e Assambly Landhi Mn Awami Ahtijaj Mn Shamil 2 Maah Se Pani Nahi Dia Ja Raha Ahtijaj Na Krian Tu Kia Krian ,Negative
5985,Is arse mein England ke aik dore mein hum aik sires 4-0 se hare to dosri mein 2-o se,Positive
5986,Chori krnay wala molok chala shkta ha.,Negative
5987,Har Kisi Sy In Ki Umeed Na Rako,Negative
5988, Thori der bad un ke akhiri sathi bhi Shaheed ho gaye,Negative
5989,Itni mushkil nahien hai Sindhi.,Positive
5990,Ajeeb ho kaha ko bat kaha laga di nazam hindustan Py likhi gai pakistan ur india ikahatha tha to hindustan tha ur ye jo kar raha hain shirq hain munafqat hain jis ki Mafi nai vot lyny k Liy hundu hogya hain,Negative
5991,"Uffff lagiii ,Shadeed wala crush hai ",Negative
5992,Kundi sab app bi zaroor parna,Positive
5993,"Joe DiMaggio se bhi divorce ho gai, lekin Maggio ne wafa ka rishta Marilyn Monroe ke inteqal ke bad bhi barqarar rakha aur 20 years tak wo week mein 3 martaba Marilyn ki qabar par rose rakhwate rahe",Positive
5994,Nonsense trailer...ab pemra kaha ha...indian movies p ban tu laga dia but apni movie stuff ko un jese third class category m.l...#shame,Negative
5995,Buhut khob,Positive
5996,"Is se phele Bazmi sahib ne 9th class ki aik 13 saala bangali talba Rona Laila ko daryaft kiya aur film “aasra” mein ye gana gavawa “nena taras gaye, piya aaye na sari raat” jab Bazmi sahib “nag mani” ka gana “sajna re” compose kar rahe the to un ke zehan mein Rona Laila ki awaz thi",Positive
5997,haw PTI k loty idhr to a ,Negative
5998,Ye siyasat se koi sarokar nahi rakhti.,Negative
5999,😂my version of dieting😁😂,Positive
6000,:),Negative
6001,Ye Banjar Hokar Bhe Buzdil Paida Nhi Karti ,Negative
6002, March 2009 na ahali kay case mein faisla in kay khalaf aney par Shahbaz Sharif ko kuch arsa kay liye iqtedar say alag bhi hona para lakin bad aza ye faisla khatam kardiya gaya aur woh aik bar phir suba punjab ki halat sudharne kay mission mein jet gaye in kay halqa-e-ahbab mein shamil afrad ka kehna hai kay Shahbaz sharif is kam kay liye itni mehnat kar rahay hain kay in ki apni sahat kharab ho rahi hai,Negative
6003,Jab wahan stage pe ja kar Hashir sahab ne apna case lara (???) aur Judge ne dobara chance denay ka jab inkar kar diya to Hashir sahab ne Section A ko E-Knights ka robot use karnay ki manzoori de di.,Positive
6004,Kiya zanab k katel ko bachany k liya malba sahel par dalny ki koe mohem start hoe ha,Negative
6005,Good,Positive
6006,:D leh yahan kOn sa mela dakhne aya hn mEn jo baith k dakhon pEechay walon ko nazar ni aa raha :D,Negative
6007,Dua kijyga moula izzat dain.ameen,Positive
6008,1960 ki dehai ke akhir mein khawateen ki tehrikon mein aik naya ubhar aaya to 8 March ko almi yom e khawateen ke tor par manane ka mutalba aik pur zor tehrik ki shakal mein samne aaya aur socialist mumalik ke sath un mimalik mein bhi 8 March ko khawateen ke din ke tor par manaya jane lag ajahan  ye din dosri tarikon ko manaya jata tha,Positive
6009,"Action filmon mein un ki ""Mr and Mrs Smith, wanted salt"" aur Johnny Depp ke muqable mein film ""Tourist"" sab se ziyadah qabil e zikar hain",Positive
6010,bhai flag acha ha or kuch mat lgna,Positive
6011,is ka credit main apni scholl teacher ko bhi don gi jinhon ne mujhe athlete banne par aamadah kiya,Positive
6012,Yah jully kis ki yad dlaty hy cozn ap kay ka Chara bigar gia AP ki taslo ki wajha sy,Negative
6013,"Aaj jab ke nifs sadi se ziyadah arsa ho chukka hai,hawwa e nobahar ki tarah is ke subuk jhunke mashor kun hain",Positive
6014,Hadees Sharif padhne se sach nahin ho jati. Hadees ki kitab ka hawala Dena chahiue or Wese bhi Hadees kisi mustabiq kitab se honi chahiye,Positive
6015,North Karachi UP More Par Pani Ki Bundirh K Khilaf Awam Ka Ehtijaj Jair Road Block Traffic Jam ,Negative
6016,Bilkol sahe afia sedqi ka dushman,Negative
6017,  Jaipur mein bohat barha auditorium tha  October ka month tha  sardi thin a garmi  barha acha mausam tha,Positive
6018,KMC Ne Water Pump K Qareeb Markaz e Khail O Saqafat Mn Chalany Walay Ku Band Kernay K Ahkamat Jari Kr Diay ,Negative
6019,Sahi Kaha😂😂,Positive
6020, August 1994 mein High Court ne Muhammad Nawaz Sharif ki 3 factories seal aur 14 par Excise ka imla mutayan kar deya,Negative
6021,yr ye queen Elizabeth pehly kahan the ,Positive
6022,Eid Kay Phlay Aur Dosray Din Shehar Me One Welling Karty Howay Gir Kar 17 Naujawan Janbahaq 70 Se Zaid Zakhmi Zarai ,Negative
6023,10 Nikya Milti Hain,Positive
6024,mar mar k na is ko..... words bh ne mil rhy mujy.... ,Negative
6025,tbi wo white lgty hain 😂😂,Positive
6026, Yad rah eke yeh daur ache actors se khali nahi tha aur mutawazi satah par Waheed Murad aur Nadeem jaise Hero bhi apne kamalat dikha rahe the,Positive
6027,Quality bhi low ha or bht mota b ha,Negative
6028,Jani aap naye aaye hain market mein. Humain to 6 saal honay walay hain 😎,Positive
6029,Phly muslamano ka khayal to rakh lo Bhai yha em comment krne see koi khayal nhi rakhat,Negative
6030,Madam ne missal dete howe kaha ke Nisar Bazmi sahib ki rehearsal par mein hameshah waqat se phele pohanchti hun aur suron ke utar charhao ki mashq karti hun kyun ke wo aik azeem mosikar hain aur fan ki barikiyon se na sirf khud aagah hain balke dosron ko samjhane ki salahiyat bhi rahte hain,Positive
6031,Wahein se athletics mein meri dilchaspi barhti gai aur main ne school mein taleem ke doran hi secondary satah par hone wale muqablon mein baqaidah shirkat karni shuru ki,Positive
6032,sirf dekhny ka bola h jani .. just have a look .. dont imagine anything ,Positive
6033,ao logo ko judge kren hum bht farigh hain 😂,Negative
6034,Pervez Rasheed Ne Jaan Se Marnay Ki Dhamki Di Kisi Surat Nahi Chorunga Qanooni Notice Bhejengy ,Negative
6035,Aik aur barhi dilchasp chez ghaliban Rasheed Umar Thanwi ne inhe likh kar di thi,Positive
6036,hamary pass song sa b aachi cheez h ufff tatti ,Negative
6037,Bagarat chore nawazia. .Allah ki mar ho,Negative
6038," Sarojini ko Urdu, telugu, English, Bengali aur Persian zabano par aboor hasil tha",Positive
6039,PIA Ka Mayyatain Muft Pakistan Lanay Ka Elan ,Positive
6040,14 January 1954 ko Marilyn Monroe ne in se shadi kar li aur honey moon Japan mein guzara,Positive
6041,Bajah farmaya messney😂😃,Negative
6042,San e paidaiah ke bare mein Katrina aur un ki waldah bhi taadiq karne se qasir hain,Negative
6043,bhrm check kru :D -0 mere liye :v lol,Negative
6044,Yr kis planet se aai hai bhae kyun sary aam kar rahi hai ,Negative
6045,Un ke 3 bache hain jab ke unhon ne 3 bache god bhi liye hain,Positive
6046,tum pTI walay ye he kahtye bcz PTI jo nahe jeet te na,Negative
6047,Khara sach,Negative
6048,tum bol daiti hai.. tumhara leya kabhi nahi busy :'),Positive
6049,Bhutto kay zehan mein apni siasi jaddo jahad kay khatoot bilkul wazah tha.,Positive
